district,school,schtype,adminyear,bookletnumber,sasid,grade,stugrade,lastname,firstname,mi,gender,race_off,dob,yrsinmass,yrsinmass_num,yrsinsch,yrsindis,ever_ell,highneeds,freelunch_off,title1_off,lep_off,lepflep_off,flep_off,sped_off,plan504_off,firstlanguage,natureofdis,levelofneed,spedplacement,nclb_choice,octenr,conenr_sch,conenr_dis,conenr_sta,access_part,ealt,ecomplexity,eteststat,wptopdev,wpcompconv,eitem1,eitem2,eitem3,eitem4,eitem5,eitem6,eitem7,eitem8,eitem9,eitem10,eitem11,eitem12,eitem13,eitem14,eitem15,eitem16,eitem17,eitem18,eitem19,eitem20,eitem21,eitem22,eitem23,eitem24,eitem25,eitem26,eitem27,eitem28,eitem29,eitem30,eitem31,eitem32,eitem33,eitem34,eitem35,eitem36,eitem37,eitem38,eitem39,eitem40,eitem41,eitem42,erawsc,emcpts,eorpts,escaleds,eperflev,eperf2,ecpi,enumin,eassess,esgp,amendela,malt,mcomplexity,mteststat,mitem1,mitem2,mitem3,mitem4,mitem5,mitem6,mitem7,mitem8,mitem9,mitem10,mitem11,mitem12,mitem13,mitem14,mitem15,mitem16,mitem17,mitem18,mitem19,mitem20,mitem21,mitem22,mitem23,mitem24,mitem25,mitem26,mitem27,mitem28,mitem29,mitem30,mitem31,mitem32,mitem33,mitem34,mitem35,mitem36,mitem37,mitem38,mitem39,mitem40,mitem41,mitem42,mrawsc,mmcpts,morpts,mscaleds,mperflev,mperf2,mcpi,mnumin,massess,msgp,amendmat,salt,scomplexity,steststat,scitry,sitem1,sitem2,sitem3,sitem4,sitem5,sitem6,sitem7,sitem8,sitem9,sitem10,sitem11,sitem12,sitem13,sitem14,sitem15,sitem16,sitem17,sitem18,sitem19,sitem20,sitem21,sitem22,sitem23,sitem24,sitem25,sitem26,sitem27,sitem28,sitem29,sitem30,sitem31,sitem32,sitem33,sitem34,sitem35,sitem36,sitem37,sitem38,sitem39,sitem40,sitem41,sitem42,sitem43,sitem44,sitem45,srawsc,smcpts,sorpts,sscaleds,sperflev,sperf2,scpi,snumin,sassess,amendsci,ela_cd,math_cd,sci_cd,accom_l,accom_c,accom_m,accom_s,accom26l,accom29c,accom30m,datachanged,mcasrowid,grade2010,grade2011,grade2012,escaleds2010,escaleds2011,escaleds2012,mscaleds2010,mscaleds2011,mscaleds2012,esgp2010,esgp2011,esgp2012,msgp2010,msgp2011,msgp2012,summarize
DistrictX,50,ES,2013,520747657,1633038,3,3,Smith,John,L,F,M,5/18/04,4,4,4,4,0,1,1,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,C,+,D,+,C,A,3,+,+,+,+,+,C,1,+,+,+,-,+,2,+,+,+,-,+,+,+,+,-,+,2,1,+,+,-,-,+, ,35,26,9,238,NI,NI,75,1,1, , , , ,T,+,+,1,+,+,+,+,0,+,+,+,0,0,+,C,+,+,1,+,-,-,+,1,1,-,2,-,-,+,-,+,1,2,+,+,-, , , , , , ,27,18,9,238,NI,NI,75,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,771467236,1017977,3,3,Smith,John,H,M,H,5/27/04,4,4,2,4,0,1,1,0,0,0,0,1,0,267,13,3,20, ,1, , , , , , ,T, , ,+,+,+,+,B,+,C,D,A,+,3,A,+,+,C,A,A,1,-,+,+,-,+,1,-,+,+,-,+,+,-,-,-,+,0,2,+,+,-,-,+, ,26,19,7,226,NI,NI,50,1,1, , , , ,T,+,+,0,+,+,+,+,2,D,C,+,0,0,+,C,C,+,1,+,-,+,+,1,1,-,1,-,-,+,-,+,1,1,-,+,-, , , , , , ,23,15,8,228,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,667578533,1872988,3,3,Smith,John, ,F,H,5/27/04,4,4,4,4,0,1,1,0,0,0,0,1,0,267,5,4,40, ,1, , , , , , ,T, , ,+,+,B,+,+,+,+,+,+,+,1,+,+,+,+,+,+,1,+,+,+,+,+,2,+,+,+,+,+,+,+,+,+,+,1,1,+,+,+,+,+, ,41,35,6,250,P,P,100,1,1, , , , ,T,+,+,0,+,+,+,+,2,+,B,+,0,1,+,+,+,+,2,+,+,+,+,1,1,-,2,+,-,+,+,+,1,0,+,+,-, , , , , , ,32,22,10,250,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,732682562,1324101,3,3,Smith,John,A,M,H,3/22/04,4,4,4,4,1,1,1,0,1,1,0,0,0,7, , ,0, ,1, , , ,1, , ,T, , ,+,+,C,+,+,+,+,A,A,+,2,A,C,+,A,A,A,1,-,-,-,-,+,0,-,-,-,-,+,-,-,+,+,-,1,1,+,+,-,-,+, ,20,15,5,218,W,W,25,1,1, , , , ,T,+,C,1,B,+,+,B,1,+,+,+,0,0,+,+,+,+,0,-,-,-,+,1,1,-,1,+,+,+,-,-,1,1,-,+,-, , , , , , ,22,15,7,226,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,480346290,1175349,3,3,Smith,John,D,M,B,12/30/03,3,3,2,2,1,1,1,0,1,1,0,0,0,225, , ,0, ,1, , , ,1, , ,T, , ,+,B,+,+,+,+,+,+,+,+,3,+,+,+,+,+,+,2,+,+,+,-,+,2,-,+,+,-,+,+,+,+,-,+,1,2,+,-,-,-,+, ,38,28,10,242,P,P,100,1,1, , , , ,T,+,+,1,B,+,+,+,2,+,+,+,0,0,+,B,A,+,0,+,+,-,+,1,1,+,2,-,-,+,-,+,0,2,+,+,-, , , , , , ,27,18,9,238,NI,NI,75,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,508012122,1934812,3,3,Smith,John,R,F,W,7/28/04,4,4,4,4,0,0,0,1,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,D,+,+,C,+,A,A,A,D,+,3,D,B,+,+,+,A,1,-,+,-,-,-,1,+,+,+,+,+,+,+,+,+,-,2,1,+,+,-,-,-, ,27,19,8,226,NI,NI,50,1,1, , , , ,T,+,+,1,+,+,+,+,2,+,C,+,0,0,+,B,+,D,1,-,+,+,+,1,0,-,2,-,+,+,+,+,1,0,-,-,-, , , , , , ,25,17,8,234,NI,NI,75,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,649017987,1461980,3,3,Smith,John,C,M,H,2/12/04,4,4,4,4,0,0,0,0,0,0,0,0,0,6, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,C,+,+,+,+,+,2,+,+,+,+,A,+,2,+,+,+,-,+,2,+,+,-,+,+,+,+,+,+,+,0,2,-,+,+,-,+, ,38,30,8,242,P,P,100,1,1, , , , ,T,+,+,1,A,+,+,+,0,+,+,+,0,0,+,B,C,+,0,+,-,-,+,1,1,-,2,+,-,+,+,+,1,1,-,+,-, , , , , , ,24,17,7,230,NI,NI,75,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,414071529,1705489,3,3,Smith,John,A,M,W,9/20/03,4,4,4,4,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,D,+,+,+,+,+,+,+,+,3,+,+,+,+,+,+,1,+,+,+,+,+,2,+,+,+,+,+,+,+,+,+,+,1,2,+,+,+,+,+, ,44,35,9,262,A,A,100,1,1, , , , ,T,+,+,0,D,+,+,+,2,+,+,+,1,0,+,+,A,+,2,+,+,-,+,1,1,+,2,-,+,+,+,+,1,2,+,+,-, , , , , , ,33,21,12,254,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,478479592,1024968,3,3,Smith,John,A,F,H,11/19/03,4,4,4,4,0,1,1,1,0,0,0,0,1,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,C,+,+,+,2,+,+,+,+,+,A,1,-,+,+,-,+,1,+,+,+,-,+,+,+,-,+,+,1,1,-,+,+,-,+, ,34,28,6,236,NI,NI,75,1,1, , , , ,T,+,+,1,D,+,+,+,2,+,+,C,1,0,+,C,A,+,0,+,-,-,+,0,1,+,1,+,+,+,+,+,1,1,+,-,-, , , , , , ,26,18,8,236,NI,NI,75,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,542302393,1101875,3,3,Smith,John, ,F,A,4/22/04,4,4,3,4,1,1,1,0,0,1,1,0,0,825, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,D,+,+,3,+,+,+,+,+,+,2,+,+,+,+,+,1,+,+,+,+,+,+,+,+,+,+,2,2,+,-,+,-,+, ,43,33,10,258,P,P,100,1,1, , , , ,T,+,+,1,+,+,+,+,2,+,+,C,1,0,+,C,A,+,2,+,+,+,+,1,1,+,2,+,-,+,+,+,1,2,+,+,+, , , , , , ,35,22,13,260,A,A,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,423376050,1292102,3,3,Smith,John,A,M,H,4/12/04,4,4,4,4,1,1,0,0,1,1,0,0,0,7, , ,0, ,1, , , ,1, , ,T, , ,+,D,+,+,+,A,A,+,+,+,1,+,+,+,+,+,+,1,+,+,-,+,+,2,+,+,+,+,+,+,-,+,+,+,1,2,-,+,-,-,+, ,35,28,7,238,NI,NI,75,1,1, , , , ,T,+,+,1,A,+,+,+,1,+,+,C,1,0,+,+,+,+,2,+,-,+,+,1,1,+,1,-,-,+,+,+,1,1,+,-,+, , , , , , ,30,20,10,246,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,748471926,1756047,3,3,Smith,John,J,M,W,12/9/03,4,4,4,4,0,0,0,0,0,0,0,0,0,267,3,2,1, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,+,+,+,1,+,+,+,+,+,+,1,+,+,+,+,+,2,+,+,+,+,+,+,+,+,+,+,1,2,+,+,+,+,+, ,43,36,7,258,P,P,100,1,1, , , , ,T,+,+,1,+,+,+,+,2,+,+,A,1,0,+,+,+,+,2,+,+,+,+,1,1,+,2,+,+,+,+,+,1,2,+,+,+, , , , , , ,38,25,13,270,A,A,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,422250486,1182738,3,3,Smith,John,C,F,W,6/25/04,4,4,4,4,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,B,+,C,+,A,+,A,+,0,A,+,+,+,A,+,1,+,+,+,+,+,2,+,+,+,+,+,+,+,+,+,+,1,1,-,+,+,-,+, ,33,28,5,234,NI,NI,75,1,1, , , , ,T,+,+,1,+,+,+,+,2,+,+,+,1,0,+,+,C,+,2,+,+,-,+,1,1,-,2,+,-,+,+,+,1,1,+,+,+, , , , , , ,34,22,12,256,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,705651097,1008571,3,3,Smith,John,S,F,M,10/26/03,4,4,2,4,0,1,1,1,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,+,+,+,2,+,+,+,+,A,+,1,+,+,-,+,+,2,+,+,+,+,+,+,-,+,+,+,2,1,+,-,+,+,+, ,40,32,8,246,P,P,100,1,1, , , , ,T,+,+,1,+,+,+,+,2,+,+,+,1,0,+,A,A,+,1,+,-,-,+,1,0,-,2,-,-,+,+,+,1,1,+,+,-, , , , , , ,28,18,10,240,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,593110658,1439589,3,3,Smith,John,J,M,B,4/1/04,4,4,1,4,0,1,1,0,0,0,0,1,0,267,5,4,40, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,+,+,+,2,+,+,+,C,A,+,1,+,+,+,+,+,1,-,-,+,-,-,+,+,+,+,-,1,0,+,+,+,-,+, ,33,28,5,234,NI,NI,75,1,1, , , , ,T,+,+,0,+,A,+,+,2,+,+,+,0,1,+,B,+,+,2,+,-,+,+,1,1,-,2,+,+,+,+,+,1,1,+,+,-, , , , , , ,32,21,11,250,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,608362024,1218359,3,3,Smith,John,M,F,H,7/22/04,4,4,4,4,1,1,1,0,1,1,0,0,0,7, , ,0, ,1, , , ,1, , ,T, , ,+,B,+,+,C,+,A,A,C,B,2,+,C,A,+,B,A,2,-,+,+,-,+,1,+,+,-,+,-,+,-,-,+,-,1,1,-,-,-,-,-, ,21,14,7,220,NI,NI,50,1,1, , , , ,T,+,+,1,A,+,+,+,1,A,+,C,1,0,+,B,C,D,0,+,+,+,+,1,0,-,2,-,+,+,+,+,1,0,-,+,-, , , , , , ,23,16,7,228,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,693155908,1583640,3,3,Smith,John,L,M,W,10/16/03,4,4,3,4,0,0,0,1,0,0,0,0,1,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,D,+,+,+,2,+,+,+,+,+,+,1,+,+,+,+,+,2,+,+,+,+,+,+,+,+,+,+,1,1,+,-,+,+,+, ,41,34,7,250,P,P,100,1,1, , , , ,T,+,+,1,+,C,+,D,0,+,+,C,0,0,+,C,A,+,1,+,+,-,-,1,1,+,2,+,-,-,+,+,0,0,-,+,+, , , , , , ,22,16,6,226,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,610057068,1797859,3,3,Smith,John, ,F,A,10/27/03,4,4,4,4,0,1,1,0,0,0,0,0,0,2, , ,0, ,1, , , , , , ,T, , ,+,+,B,+,+,+,+,+,+,+,3,+,+,+,+,+,+,2,+,+,+,+,+,2,+,+,+,+,+,+,-,+,+,+,2,2,+,+,+,+,+, ,45,34,11,268,A,A,100,1,1, , , , ,T,+,+,1,+,+,+,+,0,+,+,+,1,0,+,+,+,+,2,+,+,+,+,1,1,+,2,+,+,+,+,+,1,2,+,+,+, , , , , , ,37,26,11,266,A,A,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,640248199,1797341,3,3,Smith,John,J,M,W,6/18/04,4,4,2,4,0,1,1,0,0,0,0,1,0,267,13,1,20, ,1, , , , , , ,T, , ,C,+,+,A,B,+,C,+,+,A,0,A,+,+,C,C,C,1,+,+,+,-,-,1,-,+,+,+,+,-,-,-,-,+,1,2,-,-,+,-,-, ,21,16,5,220,NI,NI,50,1,1, , , , ,T,+,+,1,B,C,+,+,2,+,+,+,1,0,+,+,A,D,0,+,+,+,+,1,1,-,2,-,-,-,+,+,0,2,+,+,-, , , , , , ,27,17,10,238,NI,NI,75,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,405835510,1862556,3,3,Smith,John,A,M,H,2/6/04,4,4,3,3,1,1,1,0,0,1,1,0,0,7, , ,0, ,1, , , , , , ,T, , ,+,+,+, ,C,+,C,+,+,+,1,A,+,+,+,A,+,1,-,+,+,+,+,1,-,+,+,+,+,+,+,+,+,+,1,1,+,+,-,-,-, ,31,26,5,232,NI,NI,75,1,1, , , , ,T,+,+,1,+,+,+,*,1,+,+,C,1,0,+,+,C,+,2,+,+,+,+,1,1,+,2,-,+,+,+,+,1,2,+,+,-, , , , , , ,33,21,12,254,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,427637143,1213714,3,3,Smith,John,M,F,H,9/5/03,4,4,1,4,1,1,1,0,1,1,0,1,0,7,3,2,40, ,1, , , ,1, , ,T, , ,+,D,+,+,B,+,C,D,C,+,2,A,+,B,+,A,A,2,+,+,-,+,+,1,-,+,+,-,+,-,-,-,-,+,1,1,+,+,-,-,+, ,25,18,7,224,NI,NI,50,1,1, , , , ,T,+,C,0,+,A,+,+,2,+,+,A,1,0,+,C,C,+,1,+,-,+,+,1,1,-,2,-,+,+,-,+,1,1,+,+,-, , , , , , ,26,16,10,236,NI,NI,75,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,545489030,1017338,3,3,Smith,John,G,M,H,5/21/04,4,4,2,3,1,1,1,0,0,0,0,1,0,7,5,4,40, ,1, , , , , , ,T, , ,+,+,+,D,A,C,C,C,A,+,0,C,+,B,+,+,A,2,-,+,+,-,+,2,-,+,+,+,+,-,-,+,-,-,0,2,+,+,-,-,+, ,24,18,6,222,NI,NI,50,1,1, , , , ,T,+,+,1,B,+,+,+,0,+,+,C,0,0,+,B,+,+,0,+,+,-,+,1,1,-,0,-,+,+,+,+,0,0,+,-,-, , , , , , ,21,18,3,224,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,576553659,1087663,3,3,Smith,John,H,M,W,8/31/04,4,4,4,4,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,B,+,+,+,+,+,1,A,+,+,+,+,+,2,+,+,+,+,-,2,+,+,+,-,+,+,-,+,+,+,1,1,+,-,+,+,+, ,37,30,7,240,P,P,100,1,1, , , , ,T,+,C,1,+,+,+,+,0,+,+,+,1,0,+,C,C,+,1,+,+,+,+,1,1,-,2,+,+,+,-,+,1,2,+,+,-, , , , , , ,30,20,10,246,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,445008245,1423966,3,3,Smith,John,A,M,H,1/5/04,3,3,2,2,1,1,1,0,1,1,0,0,0,7, , ,0, ,1, , , ,1, , ,T, , ,+,D,+,+,B,+,+,A,A,+,2,A,+,+,+,A,+,2,+,+,+,-,+,1,+,+,+,+,+,+,+,-,+,+,2,2,+,-,+,-,-, ,34,25,9,236,NI,NI,75,1,1, , , , ,T,+,+,1,+,+,+,+,2,+,+,+,1,0,+,+,D,+,2,+,-,+,+,1,0,+,1,+,+,+,+,+,0,2,+,+,-, , , , , , ,33,23,10,254,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,521207062,1157272,3,3,Smith,John,L,F,W,8/13/03,5+,5,1,4,0,1,1,0,0,0,0,1,0,267,3,4,40, ,1, , , , , , ,T, , ,C,+,+,+,C,+,D,D,+,+,2,+,+,+,+,+,C,2,-,+,+,-,+,1,+,+,-,+,+,+,-,+,-,-,1,1,+,-,-,-,-, ,28,21,7,228,NI,NI,50,1,1, , , , ,T,D,+,0,A,A,C,+,1,+,+,D,1,0,+,C,A,+,1,+,-,-,+,1,0,-,0,-,+,+,+,-,1,1,-,+,+, , , , , , ,19,13,6,220,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,585929456,1656001,3,3,Smith,John,M,F,H,3/17/04,4,4,4,4,1,1,1,0,1,1,0,1,0,7,3,4,20, ,1, , , ,1, , ,T, , ,D,D,B,+,C,A,+,D,D,A,0,A,A,B,D,B,C,1,-,-,-,-,-,1,-,-,-,-,-,+,-,-,-,-,0,1,+,-,+,+,-, ,9,6,3,208,W,W,0,1,1, , , , ,T,+,+,1,A,+,+,+,2,+,A,C,1,0,+,C,A,+,0,-,+,-,+,1,1,-,1,+,-,+,-,-,0,1,-,+,-, , , , , , ,21,13,8,224,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,612457305,1582379,3,3,Smith,John,T,M,A,8/7/03,5+,5,5,5,0,1,1,0,0,0,0,1,0,267,7,3,20, ,1, , , , , , ,T, , ,+,+,+,+,+,+,D,A,A,A,3,+,+,+,+,+,+,1,-,+,+,-,+,0,+,+,+,-,+,+,-,+,-,-,1,1,+,+,-,-,+, ,30,24,6,230,NI,NI,75,1,1, , , , ,T,+,+,0,+,+,+,+,2,A,C,C,1,0,+,A,+,+,0,-,+,-,+,1,1,+,0,+,+,+,-,+,1,0,-,+,-, , , , , , ,23,17,6,228,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , ,1,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,614972747,1529929,3,3,Smith,John,R,M,W,2/28/04,4,4,3,4,0,1,1,0,0,0,0,1,0,267,5,4,40, ,1, , , , , , ,NTM, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,MED, , , ,0, , , , ,T,D,+,1,A,C,+,+,2,+,C,+,1,0,C,+,+,+,0,+,-,-,+,1,0,-,2,-,-,+,-,+,1,0,-,+,-, , , , , , ,21,13,8,224,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,615033648,1781666,3,3,Smith,John,A,F,W,9/9/03,4,4,4,4,0,1,1,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,B,A,+,+,+,+,3,+,+,+,+,A,+,2,+,+,+,+,+,2,+,+,+,+,+,+,-,+,+,+,1,2,+,+,-,+,+, ,41,31,10,250,P,P,100,1,1, , , , ,T,+,+,1,A,+,+,B,2,+,+,+,1,0,+,+,A,+,2,+,-,+,+,1,1,+,2,+,+,+,+,+,1,2,+,-,-, , , , , , ,33,20,13,254,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,651268438,1106854,3,3,Smith,John,H,F,A,3/31/04,4,4,4,4,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,A,+,+,+,+,2,+,+,+,+,+,+,2,+,+,+,-,-,1,+,+,+,+,+,+,-,+,+,+,1,2,+,+,-,-,+, ,38,30,8,242,P,P,100,1,1, , , , ,T,+,+,1,+,+,+,B,2,+,+,+,1,0,C,C,+,+,2,+,-,-,+,1,1,+,2,-,-,+,+,-,1,2,-,+,+, , , , , , ,30,17,13,246,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,50,ES,2013,698956536,1724510,3,3,Smith,John,P,F,W,12/21/03,4,4,4,4,1,1,0,0,1,1,0,0,0,7, , ,0, ,1, , , ,1, , ,T, , ,+,+,+,D,A,+,C,A,C,D,1,C,+,B,+,A,+,2,-,-,-,-,-,0,+,+,-,+,+,-,-,-,-,-,1,1,-,-,-,-,-, ,16,11,5,214,W,W,25,1,1, , , , ,T,+,D,1,A,+,+,B,1,+,+,D,1,0,+,C,+,A,1,-,+,+,+,1,0,-,0,+,-,+,-,+,0,2,-,+,-, , , , , , ,21,14,7,224,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
